Year,Category,Movie,Winner,Presenter,Date & Venue,Speech,year_standard,category_standard,year_count,link
1947 (20th) Academy Awards,Actor,A Double Life,Ronald Colman,Olivia de Havilland,"March 20, 1948; Shrine Civic Auditorium","Ladies and gentlemen, I am very happy and very proud and very lucky.  Lucky because I know I wouldn't be standing on this stage tonight without the grand contributions of so many others.  A great script and a great part from Ruth Gordon and Garson Kanin.  The wonderful help of George Cukor, Michael Kanin and Bill Goetz.  And I'm not forgetting a splendid cast and all the departments that gave their skill and talents to making this picture.  So, to all of them especially, my deepest gratitude.  And to you, ladies and gentlemen, my warmest thanks.",1947,Actor in a Leading Role,1947.1,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=29&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Actor in a Supporting Role,Miracle on 34th Street,Edmund Gwenn,Anne Baxter,"March 20, 1948; Shrine Civic Auditorium","Whoow!  Now I know there's a Santa Claus.  Oh, you may laugh, ladies and gentlemen.  It's not so easy to be certain, you know.  He's a most elusive little fellow.  He turns up in all sorts of places under all sorts of names and disguises.  First time I ever met him he told me his name was George Seaton.  And wonderfully, George Seaton has his revenge by bringing him to life.  About a year and a half ago he suddenly turned up in Culver City and told me his name was Metro-Goldwyn-Mayer.  That was the day Metro agreed to loan me to Fox to make the picture.  And now I think it's time Santa Claus added a word to his name.  I think he ought to call himself Santa Claus, Incorporated.  Santa Claus, Inc.  Inc.!  For then he would embrace all you wonderful, kind people who have done me the honor of making me stand here tonight.  Thank you, all of you, for making the evening of my life such a happy one.  Thank you.",1947,Actor in a Supporting Role,1947.2,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=30&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Actress,The Farmer's Daughter,Loretta Young,Fredric March,"March 20, 1948; Shrine Civic Auditorium","
",1947,Actress in a Leading Role,1947.3,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=31&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Actress in a Supporting Role,Gentleman's Agreement,Celeste Holm,Donald Crisp,"March 20, 1948; Shrine Civic Auditorium","Thank you, Mr. Crisp.  Ladies and gentlemen, I have thought before tonight that I had already received the greatest award that an actress can have, which is to play a part in a picture in which one so wholeheartedly believes as ""Gentleman's Agreement.""  Thank you, everybody, for making this happen.  I am very proud to be a member of an industry which can promote so much understanding in a world which seems to need it so much.",1947,Actress in a Supporting Role,1947.4,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=32&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Art Direction (Black-and-White),Great Expectations,Art Direction: John Bryan; Set Decoration: Wilfred Shingleton (winners not present; accepted by Jean Simmons),Dick Powell,"March 20, 1948; Shrine Civic Auditorium","Ladies and gentlemen, this is a perfect climax to a wonderful but very short stay in Hollywood.  And on behalf of the people for ""Great Expectations"" I do thank you very, very much.",1947,Art Direction,1947.5,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=33&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Art Direction (Color),Black Narcissus,Art Direction: Alfred Junge; Set Decoration: Alfred Junge (not present; accepted by Jean Simmons),Dick Powell,"March 20, 1948; Shrine Civic Auditorium","All I can say again is thank you.  I know they'll be very, very proud.  Thank you.",1947,Art Direction,1947.6,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=34&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Cinematography (Color),Black Narcissus,Jack Cardiff (not present; accepted by Jean Simmons),Agnes Moorehead,"March 20, 1948; Shrine Civic Auditorium",Thank you very much.,1947,Cinematography,1947.7,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=35&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Cinematography (Black-and-White),Great Expectations,Guy Green (not present; accepted by Jean Simmons),Agnes Moorehead,"March 20, 1948; Shrine Civic Auditorium",Thank you.,1947,Cinematography,1947.8,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=36&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Directing,Gentleman's Agreement,Elia Kazan,Donald Crisp,"March 20, 1948; Shrine Civic Auditorium","Thank you all very much.  I guess being a comparative newcomer to the industry I'm more grateful for the help I needed and received.  My debt to Laura Hobson and Darryl and Moss Hart are obvious, but Oscar here ought to be covered with the names of the men and women who every day on every shot helped me make this picture.  And I want to especially mention Artie Miller and Harmon Jones and let them know, here and now, how grateful I am for their help.  And thank you all, of course.",1947,Directing,1947.9,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=37&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Special Award,No title.,"To Colonel William N. Selig, Albert E. Smith, Thomas Armat and George K. Spoor (one of) the small group of pioneers whose belief in a new medium, and whose contributions to its development, blazed the trail along which the motion picture has progressed, in their lifetime, from obscurity to world-wide acclaim. (Armat and Spoor not present)",Jean Hersholt (Academy President),"March 20, 1948; Shrine Civic Auditorium","I feel like a grandfather who's watched his little grandchild grow up to be a big and beautiful and lovely lady.  I saw the movies when they were in their swaddling clothes.  We began at the very beginning.  I showed my first Vitagraph picture fifty-two years ago in March of 1896.  Then Vitagraph made its first comedy in 1897, fifty-one years ago.  It was a little picture with a cast of three.  The total cost of production was $3.50 minus the cost of film, which at that time was seven and 7/8 cents per foot.  The next year, in 1898, we produced our first feature picture.  It was a reproduction of the Battle of Santiago Bay, or the destruction of Admiral Cervera's Spanish fleet. The total cost of production was $1.98.  This was inexpensive because we made the picture from cutouts of photographs which we tacked to little bits of wood and put in water with a piece of white cardboard in the rear for the sky.  The press was very good.  The press said that the picture was even better than the battle itself so it must have been good.  And so I feel very proud and very happy to have seen that little child in swaddling clothes grow up to be such a big and beautiful lady.  And I want to thank everyone who has had a part in so doing and I want to thank the Academy for remembering the forgotten man.",1947,Honorary Award,1947.1,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=38&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Best Motion Picture,Gentleman's Agreement,20th Century-Fox (accepted by producer Darryl F. Zanuck),Fredric March,"March 20, 1948; Shrine Civic Auditorium","I am very proud to be here tonight.  I was at the first Academy Award banquet, as we called it then, twenty years ago.  I was proud just to be at a remote table in the back of the room at that time.  I'm proud to be here.  I want to thank Laura Hobson for writing the book.  I want to thank Moss Hart for his screenplay.  And I've already joined with you in thanking our wonderful director.  I also want to thank all of the members of the cast; our editor, Harmon Jones; Artie Miller, that wonderful cameraman.  This is my second time; I'm going to keep on trying.  I was very disappointed once a number of years ago with a picture that I know you'll forgive me for mentioning tonight because this makes up for that disappointment. ""Gentleman's Agreement"" makes up for a lot of them.  But for that picture, forgive me for mentioning it and I only do so because it still remains a picture of which I am proud, ""Wilson.""  Thank you.",1947,Best Picture,1947.11,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=39&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1947 (20th) Academy Awards,Short Subject (Cartoon),Tweetie Pie,"Edward Selzer, Producer",Shirley Temple,"March 20, 1948; Shrine Civic Auditorium",I'll take a minute because cartoons have saved many a show before.,1947,Short Film (Animated),1947.12,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=40&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Actor,All the King's Men,Broderick Crawford,Jane Wyman,"March 23, 1950; RKO Pantages Theatre","If my heart would stop beating for a minute... Mr. Douglas said I was to thank nobody; I would like to thank all of you, and especially thank God.",1949,Actor in a Leading Role,1949.1,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=41&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Actor in a Supporting Role,Twelve O'Clock High,Dean Jagger,Claire Trevor,"March 23, 1950; RKO Pantages Theatre","You shouldn't do that much of that. They suggested that if you had anything to say if you were lucky enough to get up here and get one of these wonderful things, you keep it to fifteen seconds, I believe it was. I can think of a lot of things I'd love to say and I couldn't say 'em in fifteen seconds. I would like to say this, because I hear a lot of kidding about what people say when they get one of these, but you do feel grateful to a few people that helped you to. And I would like to say to a man by the name of Darryl Zanuck, who's given me a couple pretty wonderful opportunities, to Henry King, a fine man and a great director, I'm very grateful. And I feel as emotional as the dickens about it. Thank you very much.",1949,Actor in a Supporting Role,1949.2,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=42&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Actress,The Heiress,Olivia de Havilland,James Stewart,"March 23, 1950; RKO Pantages Theatre","Your award for ""To Each His Own"" I took as an incentive to venture forward. Thank you for this very generous assurance that I have not entirely failed to do so.",1949,Actress in a Leading Role,1949.3,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=43&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Actress in a Supporting Role,All the King's Men,Mercedes McCambridge,Ray Milland,"March 23, 1950; RKO Pantages Theatre","I'm aware of those who have contributed to this moment, and thankful for them, but I would like to say to every waiting actor: Hold on! Look what can happen. Thank you very much.",1949,Actress in a Supporting Role,1949.4,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=44&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Directing,A Letter to Three Wives,Joseph L. Mankiewicz,Ida Lupino,"March 23, 1950; RKO Pantages Theatre","Thank you, brother Lupino. Miss Lupino's name, incidently, on the membership list of the Screen Directors Guild is Irving Lupino. That way we can keep the same informal tone to our meetings and there's the building cost to be considered.",1949,Directing,1949.5,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=45&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Best Motion Picture,All the King's Men,Robert Rossen Productions (accepted by producer Robert Rossen),James Cagney,"March 23, 1950; RKO Pantages Theatre","It's been a long evening, I just can't talk. Thanks very much. And despite the fact that Douglas, Mr. Paul Douglas, said that I shouldn't thank anyone, I'd like to thank all of the people who contributed to this picture all over again, and all of you. Thank you again.",1949,Best Picture,1949.6,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=46&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1949 (22nd) Academy Awards,Special Award,No title.,To Fred Astaire for his unique artistry and his contributions to the technique of musical pictures. (accepted live via radio from New York; accepted on stage by George Murphy),Ginger Rogers,"March 23, 1950; RKO Pantages Theatre",Winner not present.,1949,Honorary Award,1949.7,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=47&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1950 (23rd) Academy Awards,Actor,Cyrano de Bergerac,Josթ Ferrer (accepted via open audio circuit from New York City; statuette accepted by presenter in Hollywood),Helen Hayes,"March 29, 1951; RKO Pantages Theatre","Hello, ladies and gentlemen three thousand miles away. Hello, my dear, beloved Helen Hayes, how wonderful to hear your voice. And I know it's kind of conventional to thank people, but I'm gonna be conventional because I'm sincere. All of you who are connected with this picture _ Stanley, Mike, Carl, Frank Planer, George, Mala, Bill Prince, Morris Carnovsky, all of you _ you know as well as I do that it's your Oscar as much as it is mine. Also, to you, ladies and gentlemen of the Academy who voted for me, you must know that this means more to me than just the honor accorded to an actor, and from the bottom of my heart I thank you for what I consider a vote of confidence and an act of faith. And believe me, I will not let you down. And one more thing. I think the most important winner of all tonight is the man with the long nose himself who has ridden victoriously through the pages of dramatic literature for over fifty years, and this is just the beginning for Cyrano de Bergerac. Thank you very much.",1950,Actor in a Leading Role,1950.1,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=48&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
